Date,High,Low,Open,Close,Volume,Adj Close
2014-12-31,90.25,88.0,88.98999786376953,88.02999877929688,21100.0,85.64005279541016
2015-01-02,90.0999984741211,86.9000015258789,88.79000091552734,89.87000274658203,30300.0,87.43011474609375
2015-01-05,90.02999877929688,88.37000274658203,89.06999969482422,89.19999694824219,13600.0,86.77830505371094
2015-01-06,89.62999725341797,88.0,89.19999694824219,88.58999633789062,11800.0,86.18487548828125
2015-01-07,89.48999786376953,88.0,89.37000274658203,89.12999725341797,13000.0,86.71022033691406
2015-01-08,90.19999694824219,88.1500015258789,89.37999725341797,90.18000030517578,12400.0,87.73168182373047
2015-01-09,90.25,88.44000244140625,89.80999755859375,90.22000122070312,17700.0,87.7706298828125
2015-01-12,90.79000091552734,89.52999877929688,89.6500015258789,90.2300033569336,9900.0,87.78034973144531
2015-01-13,91.55999755859375,90.0,90.7699966430664,91.30000305175781,12800.0,88.82131958007812
2015-01-14,91.5999984741211,89.4800033569336,90.3499984741211,91.5999984741211,10200.0,89.11315155029297
2015-01-15,93.88999938964844,90.62000274658203,92.30000305175781,93.86000061035156,23400.0,91.31179809570312
2015-01-16,95.98999786376953,92.41999816894531,93.41000366210938,95.98999786376953,32900.0,93.38395690917969
2015-01-20,99.08000183105469,94.83999633789062,95.41999816894531,98.47000122070312,19100.0,95.79664611816406
2015-01-21,99.52999877929688,98.0,98.69999694824219,99.4000015258789,17700.0,96.70138549804688
2015-01-22,102.88999938964844,98.87999725341797,99.5,102.8499984741211,12300.0,100.05770111083984
2015-01-23,104.80000305175781,100.4800033569336,102.25,104.01000213623047,42300.0,101.18624877929688
2015-01-26,105.69999694824219,100.31999969482422,104.86000061035156,105.06999969482422,19700.0,102.21746063232422
2015-01-27,105.0,102.16999816894531,105.0,103.93000030517578,28200.0,101.10840606689453
2015-01-28,104.52999877929688,99.45999908447266,103.51000213623047,101.02999877929688,23900.0,98.52411651611328
2015-01-29,101.54000091552734,97.62999725341797,100.97000122070312,98.69000244140625,33800.0,96.24217224121094
2015-01-30,100.13999938964844,96.36000061035156,97.69999694824219,97.54000091552734,28500.0,95.12068939208984
2015-02-02,98.0999984741211,95.95999908447266,97.0,97.27999877929688,28900.0,94.86715698242188
2015-02-03,99.58999633789062,96.38999938964844,97.91999816894531,98.54000091552734,26100.0,96.09590148925781
2015-02-04,102.5199966430664,98.16000366210938,99.0,101.58000183105469,31700.0,99.06048583984375
2015-02-05,102.41999816894531,100.33999633789062,102.41999816894531,101.91999816894531,12000.0,99.39204406738281
2015-02-06,102.30999755859375,100.30000305175781,101.6500015258789,100.5,24400.0,98.00727844238281
2015-02-09,100.38999938964844,98.9000015258789,99.8499984741211,99.68000030517578,18500.0,97.20762634277344
2015-02-10,101.3499984741211,99.05999755859375,100.56999969482422,100.1500015258789,18200.0,97.66597747802734
2015-02-11,100.45999908447266,99.5,99.7699966430664,99.5199966430664,9800.0,97.05158233642578
2015-02-12,100.52999877929688,99.94000244140625,100.08999633789062,100.29000091552734,6300.0,97.80248260498047
2015-02-13,100.9800033569336,98.91999816894531,100.63999938964844,100.7699966430664,15900.0,98.27058410644531
2015-02-17,100.94000244140625,99.0,100.79000091552734,100.31999969482422,19300.0,97.83174133300781
2015-02-18,102.9800033569336,99.19999694824219,100.0,102.94000244140625,18800.0,100.38674926757812
2015-02-19,103.23999786376953,101.06999969482422,102.13999938964844,101.79000091552734,15800.0,99.26526641845703
2015-02-20,103.98999786376953,101.20999908447266,101.88999938964844,102.23999786376953,20300.0,99.7041015625
2015-02-23,103.86000061035156,100.94999694824219,101.76000213623047,102.76000213623047,18100.0,100.21123504638672
2015-02-24,103.98999786376953,100.33000183105469,102.18000030517578,103.37999725341797,13400.0,100.81584167480469
2015-02-25,104.0,102.30000305175781,103.94999694824219,103.58999633789062,6300.0,101.02061462402344
2015-02-26,104.93000030517578,103.27999877929688,104.19000244140625,103.80000305175781,12900.0,101.22543334960938
2015-02-27,107.38999938964844,104.0,104.25,104.38999938964844,13200.0,101.8008041381836
2015-03-02,106.47000122070312,105.0,105.0,105.6500015258789,9000.0,103.02954864501953
2015-03-03,106.69000244140625,105.41999816894531,105.73999786376953,106.37000274658203,20300.0,103.73170471191406
2015-03-04,106.33000183105469,103.4800033569336,106.0,104.23999786376953,23200.0,101.65450286865234
2015-03-05,104.58000183105469,99.27999877929688,104.30000305175781,101.41000366210938,46800.0,98.89470672607422
2015-03-06,103.05000305175781,100.41999816894531,100.72000122070312,102.01000213623047,23800.0,99.47982788085938
2015-03-09,105.9800033569336,102.38999938964844,102.38999938964844,105.68000030517578,33000.0,103.05879974365234
2015-03-10,106.0,103.0,104.27999877929688,104.83999633789062,21800.0,102.23963165283203
